"","location","date","temp","sun","wind","time","count","search_terms","lon","lat"
"961","College & S 11th Ave","2011-09-15",75,"sunny","calm","5:00-5:15",38,"College & S 11th Ave bozeman, montana",-111.0497201,45.6708017
"962","Kagy & S 3rd Ave","2011-09-15",75,"sunny","calm","5:00-5:15",14,"Kagy & S 3rd Ave bozeman, montana",-111.0417608,45.6566129
"963","Kagy & S 7th Ave","2011-09-15",75,"sunny","calm","5:00-5:15",19,"Kagy & S 7th Ave bozeman, montana",-111.0467198,45.6603288
"964","Lamme & N Grand Ave","2011-09-15",75,"sunny","calm","5:00-5:15",17,"Lamme & N Grand Ave bozeman, montana",-111.0400182,45.6813079
"965","Peach & N Rouse Ave","2011-09-15",75,"sunny","calm","5:00-5:15",10,"Peach & N Rouse Ave bozeman, montana",-111.0317219,45.6855728
"966","Garfield & W Main / Huffine","2011-09-15",75,"sunny","calm","5:00-5:15",3,"Garfield & W Main / Huffine bozeman, montana",-111.0764603,45.6716595
"967","Durston &  N 15th Ave","2011-09-15",75,"sunny","calm","5:00-5:15",6,"Durston &  N 15th Ave bozeman, montana",-111.0567597,45.6856952
"968","Church & Story (at Galligator trail)","2011-09-15",75,"sunny","calm","5:00-5:15",13,"Church & Story (at Galligator trail) bozeman, montana",-111.0306755,45.6733571
"969","Grant & S 7th Ave","2011-09-15",75,"sunny","calm","5:00-5:15",40,"Grant & S 7th Ave bozeman, montana",-111.0467,45.6651792
"970","Main & W Babcock St","2011-09-15",75,"sunny","calm","5:00-5:15",11,"Main & W Babcock St bozeman, montana",-111.1052409,45.6784398
"971","Trail crossing & Highland Drive","2011-09-15",75,"sunny","calm","5:00-5:15",1,"Trail crossing & Highland Drive bozeman, montana",-111.0069564,45.6616514
"972","MSU Centennial Mall (best vantage point","2011-09-15",75,"sunny","calm","5:00-5:15",120,"MSU Centennial Mall (best vantage point bozeman, montana",-111.0546211,45.6673524
"973","College & S 11th Ave","2011-09-15",75,"sunny","calm","5:15-5:30",22,"College & S 11th Ave bozeman, montana",-111.0497201,45.6708017
"974","Kagy & S 3rd Ave","2011-09-15",75,"sunny","calm","5:15-5:30",15,"Kagy & S 3rd Ave bozeman, montana",-111.0417608,45.6566129
"975","Kagy & S 7th Ave","2011-09-15",75,"sunny","calm","5:15-5:30",12,"Kagy & S 7th Ave bozeman, montana",-111.0467198,45.6603288
"976","Lamme & N Grand Ave","2011-09-15",75,"sunny","calm","5:15-5:30",6,"Lamme & N Grand Ave bozeman, montana",-111.0400182,45.6813079
"977","Peach & N Rouse Ave","2011-09-15",75,"sunny","calm","5:15-5:30",8,"Peach & N Rouse Ave bozeman, montana",-111.0317219,45.6855728
"978","Garfield & W Main / Huffine","2011-09-15",75,"sunny","calm","5:15-5:30",5,"Garfield & W Main / Huffine bozeman, montana",-111.0764603,45.6716595
"979","Durston &  N 15th Ave","2011-09-15",75,"sunny","calm","5:15-5:30",8,"Durston &  N 15th Ave bozeman, montana",-111.0567597,45.6856952
"980","Church & Story (at Galligator trail)","2011-09-15",75,"sunny","calm","5:15-5:30",13,"Church & Story (at Galligator trail) bozeman, montana",-111.0306755,45.6733571
"981","Grant & S 7th Ave","2011-09-15",75,"sunny","calm","5:15-5:30",18,"Grant & S 7th Ave bozeman, montana",-111.0467,45.6651792
"982","Main & W Babcock St","2011-09-15",75,"sunny","calm","5:15-5:30",20,"Main & W Babcock St bozeman, montana",-111.1052409,45.6784398
"983","Trail crossing & Highland Drive","2011-09-15",75,"sunny","calm","5:15-5:30",2,"Trail crossing & Highland Drive bozeman, montana",-111.0069564,45.6616514
"984","MSU Centennial Mall (best vantage point","2011-09-15",75,"sunny","calm","5:15-5:30",65,"MSU Centennial Mall (best vantage point bozeman, montana",-111.0546211,45.6673524
"985","College & S 11th Ave","2011-09-15",75,"sunny","calm","5:30-5:45",45,"College & S 11th Ave bozeman, montana",-111.0497201,45.6708017
"986","Kagy & S 3rd Ave","2011-09-15",75,"sunny","calm","5:30-5:45",7,"Kagy & S 3rd Ave bozeman, montana",-111.0417608,45.6566129
"987","Kagy & S 7th Ave","2011-09-15",75,"sunny","calm","5:30-5:45",17,"Kagy & S 7th Ave bozeman, montana",-111.0467198,45.6603288
"988","Lamme & N Grand Ave","2011-09-15",75,"sunny","calm","5:30-5:45",3,"Lamme & N Grand Ave bozeman, montana",-111.0400182,45.6813079
"989","Peach & N Rouse Ave","2011-09-15",75,"sunny","calm","5:30-5:45",6,"Peach & N Rouse Ave bozeman, montana",-111.0317219,45.6855728
"990","Garfield & W Main / Huffine","2011-09-15",75,"sunny","calm","5:30-5:45",6,"Garfield & W Main / Huffine bozeman, montana",-111.0764603,45.6716595
"991","Durston &  N 15th Ave","2011-09-15",75,"sunny","calm","5:30-5:45",11,"Durston &  N 15th Ave bozeman, montana",-111.0567597,45.6856952
"992","Church & Story (at Galligator trail)","2011-09-15",75,"sunny","calm","5:30-5:45",28,"Church & Story (at Galligator trail) bozeman, montana",-111.0306755,45.6733571
"993","Grant & S 7th Ave","2011-09-15",75,"sunny","calm","5:30-5:45",23,"Grant & S 7th Ave bozeman, montana",-111.0467,45.6651792
"994","Main & W Babcock St","2011-09-15",75,"sunny","calm","5:30-5:45",16,"Main & W Babcock St bozeman, montana",-111.1052409,45.6784398
"995","Trail crossing & Highland Drive","2011-09-15",75,"sunny","calm","5:30-5:45",3,"Trail crossing & Highland Drive bozeman, montana",-111.0069564,45.6616514
"996","MSU Centennial Mall (best vantage point","2011-09-15",75,"sunny","calm","5:30-5:45",81,"MSU Centennial Mall (best vantage point bozeman, montana",-111.0546211,45.6673524
"997","College & S 11th Ave","2011-09-15",75,"sunny","calm","5:45-6:00",31,"College & S 11th Ave bozeman, montana",-111.0497201,45.6708017
"998","Kagy & S 3rd Ave","2011-09-15",75,"sunny","calm","5:45-6:00",10,"Kagy & S 3rd Ave bozeman, montana",-111.0417608,45.6566129
"999","Kagy & S 7th Ave","2011-09-15",75,"sunny","calm","5:45-6:00",15,"Kagy & S 7th Ave bozeman, montana",-111.0467198,45.6603288
"1000","Lamme & N Grand Ave","2011-09-15",75,"sunny","calm","5:45-6:00",8,"Lamme & N Grand Ave bozeman, montana",-111.0400182,45.6813079
"1001","Peach & N Rouse Ave","2011-09-15",75,"sunny","calm","5:45-6:00",4,"Peach & N Rouse Ave bozeman, montana",-111.0317219,45.6855728
"1002","Garfield & W Main / Huffine","2011-09-15",75,"sunny","calm","5:45-6:00",3,"Garfield & W Main / Huffine bozeman, montana",-111.0764603,45.6716595
"1003","Durston &  N 15th Ave","2011-09-15",75,"sunny","calm","5:45-6:00",6,"Durston &  N 15th Ave bozeman, montana",-111.0567597,45.6856952
"1004","Church & Story (at Galligator trail)","2011-09-15",75,"sunny","calm","5:45-6:00",22,"Church & Story (at Galligator trail) bozeman, montana",-111.0306755,45.6733571
"1005","Grant & S 7th Ave","2011-09-15",75,"sunny","calm","5:45-6:00",26,"Grant & S 7th Ave bozeman, montana",-111.0467,45.6651792
"1006","Main & W Babcock St","2011-09-15",75,"sunny","calm","5:45-6:00",12,"Main & W Babcock St bozeman, montana",-111.1052409,45.6784398
"1007","Trail crossing & Highland Drive","2011-09-15",75,"sunny","calm","5:45-6:00",2,"Trail crossing & Highland Drive bozeman, montana",-111.0069564,45.6616514
"1008","MSU Centennial Mall (best vantage point","2011-09-15",75,"sunny","calm","5:45-6:00",71,"MSU Centennial Mall (best vantage point bozeman, montana",-111.0546211,45.6673524
"1009","College & S 11th Ave","2011-09-15",75,"sunny","calm","6:00-6:15",24,"College & S 11th Ave bozeman, montana",-111.0497201,45.6708017
"1010","Kagy & S 3rd Ave","2011-09-15",75,"sunny","calm","6:00-6:15",17,"Kagy & S 3rd Ave bozeman, montana",-111.0417608,45.6566129
"1011","Kagy & S 7th Ave","2011-09-15",75,"sunny","calm","6:00-6:15",12,"Kagy & S 7th Ave bozeman, montana",-111.0467198,45.6603288
"1012","Lamme & N Grand Ave","2011-09-15",75,"sunny","calm","6:00-6:15",3,"Lamme & N Grand Ave bozeman, montana",-111.0400182,45.6813079
"1013","Peach & N Rouse Ave","2011-09-15",75,"sunny","calm","6:00-6:15",8,"Peach & N Rouse Ave bozeman, montana",-111.0317219,45.6855728
"1014","Garfield & W Main / Huffine","2011-09-15",75,"sunny","calm","6:00-6:15",5,"Garfield & W Main / Huffine bozeman, montana",-111.0764603,45.6716595
"1015","Durston &  N 15th Ave","2011-09-15",75,"sunny","calm","6:00-6:15",9,"Durston &  N 15th Ave bozeman, montana",-111.0567597,45.6856952
"1016","Church & Story (at Galligator trail)","2011-09-15",75,"sunny","calm","6:00-6:15",13,"Church & Story (at Galligator trail) bozeman, montana",-111.0306755,45.6733571
"1017","Grant & S 7th Ave","2011-09-15",75,"sunny","calm","6:00-6:15",17,"Grant & S 7th Ave bozeman, montana",-111.0467,45.6651792
"1018","Main & W Babcock St","2011-09-15",75,"sunny","calm","6:00-6:15",9,"Main & W Babcock St bozeman, montana",-111.1052409,45.6784398
"1019","Trail crossing & Highland Drive","2011-09-15",75,"sunny","calm","6:00-6:15",1,"Trail crossing & Highland Drive bozeman, montana",-111.0069564,45.6616514
"1020","MSU Centennial Mall (best vantage point","2011-09-15",75,"sunny","calm","6:00-6:15",59,"MSU Centennial Mall (best vantage point bozeman, montana",-111.0546211,45.6673524
"1021","College & S 11th Ave","2011-09-15",75,"sunny","calm","6:15-6:30",22,"College & S 11th Ave bozeman, montana",-111.0497201,45.6708017
"1022","Kagy & S 3rd Ave","2011-09-15",75,"sunny","calm","6:15-6:30",6,"Kagy & S 3rd Ave bozeman, montana",-111.0417608,45.6566129
"1023","Kagy & S 7th Ave","2011-09-15",75,"sunny","calm","6:15-6:30",11,"Kagy & S 7th Ave bozeman, montana",-111.0467198,45.6603288
"1024","Lamme & N Grand Ave","2011-09-15",75,"sunny","calm","6:15-6:30",1,"Lamme & N Grand Ave bozeman, montana",-111.0400182,45.6813079
"1025","Peach & N Rouse Ave","2011-09-15",75,"sunny","calm","6:15-6:30",5,"Peach & N Rouse Ave bozeman, montana",-111.0317219,45.6855728
"1026","Garfield & W Main / Huffine","2011-09-15",75,"sunny","calm","6:15-6:30",3,"Garfield & W Main / Huffine bozeman, montana",-111.0764603,45.6716595
"1027","Durston &  N 15th Ave","2011-09-15",75,"sunny","calm","6:15-6:30",8,"Durston &  N 15th Ave bozeman, montana",-111.0567597,45.6856952
"1028","Church & Story (at Galligator trail)","2011-09-15",75,"sunny","calm","6:15-6:30",6,"Church & Story (at Galligator trail) bozeman, montana",-111.0306755,45.6733571
"1029","Grant & S 7th Ave","2011-09-15",75,"sunny","calm","6:15-6:30",31,"Grant & S 7th Ave bozeman, montana",-111.0467,45.6651792
"1030","Main & W Babcock St","2011-09-15",75,"sunny","calm","6:15-6:30",7,"Main & W Babcock St bozeman, montana",-111.1052409,45.6784398
"1031","Trail crossing & Highland Drive","2011-09-15",75,"sunny","calm","6:15-6:30",2,"Trail crossing & Highland Drive bozeman, montana",-111.0069564,45.6616514
"1032","MSU Centennial Mall (best vantage point","2011-09-15",75,"sunny","calm","6:15-6:30",24,"MSU Centennial Mall (best vantage point bozeman, montana",-111.0546211,45.6673524
"1033","College & S 11th Ave","2011-09-15",75,"sunny","calm","6:30-6:45",23,"College & S 11th Ave bozeman, montana",-111.0497201,45.6708017
"1034","Kagy & S 3rd Ave","2011-09-15",75,"sunny","calm","6:30-6:45",7,"Kagy & S 3rd Ave bozeman, montana",-111.0417608,45.6566129
"1035","Kagy & S 7th Ave","2011-09-15",75,"sunny","calm","6:30-6:45",9,"Kagy & S 7th Ave bozeman, montana",-111.0467198,45.6603288
"1036","Lamme & N Grand Ave","2011-09-15",75,"sunny","calm","6:30-6:45",4,"Lamme & N Grand Ave bozeman, montana",-111.0400182,45.6813079
"1037","Peach & N Rouse Ave","2011-09-15",75,"sunny","calm","6:30-6:45",3,"Peach & N Rouse Ave bozeman, montana",-111.0317219,45.6855728
"1038","Garfield & W Main / Huffine","2011-09-15",75,"sunny","calm","6:30-6:45",2,"Garfield & W Main / Huffine bozeman, montana",-111.0764603,45.6716595
"1039","Durston &  N 15th Ave","2011-09-15",75,"sunny","calm","6:30-6:45",11,"Durston &  N 15th Ave bozeman, montana",-111.0567597,45.6856952
"1040","Church & Story (at Galligator trail)","2011-09-15",75,"sunny","calm","6:30-6:45",15,"Church & Story (at Galligator trail) bozeman, montana",-111.0306755,45.6733571
"1041","Grant & S 7th Ave","2011-09-15",75,"sunny","calm","6:30-6:45",8,"Grant & S 7th Ave bozeman, montana",-111.0467,45.6651792
"1042","Main & W Babcock St","2011-09-15",75,"sunny","calm","6:30-6:45",4,"Main & W Babcock St bozeman, montana",-111.1052409,45.6784398
"1043","Trail crossing & Highland Drive","2011-09-15",75,"sunny","calm","6:30-6:45",2,"Trail crossing & Highland Drive bozeman, montana",-111.0069564,45.6616514
"1044","MSU Centennial Mall (best vantage point","2011-09-15",75,"sunny","calm","6:30-6:45",51,"MSU Centennial Mall (best vantage point bozeman, montana",-111.0546211,45.6673524
"1045","College & S 11th Ave","2011-09-15",75,"sunny","calm","6:45-7:00",27,"College & S 11th Ave bozeman, montana",-111.0497201,45.6708017
"1046","Kagy & S 3rd Ave","2011-09-15",75,"sunny","calm","6:45-7:00",16,"Kagy & S 3rd Ave bozeman, montana",-111.0417608,45.6566129
"1047","Kagy & S 7th Ave","2011-09-15",75,"sunny","calm","6:45-7:00",11,"Kagy & S 7th Ave bozeman, montana",-111.0467198,45.6603288
"1048","Lamme & N Grand Ave","2011-09-15",75,"sunny","calm","6:45-7:00",2,"Lamme & N Grand Ave bozeman, montana",-111.0400182,45.6813079
"1049","Peach & N Rouse Ave","2011-09-15",75,"sunny","calm","6:45-7:00",5,"Peach & N Rouse Ave bozeman, montana",-111.0317219,45.6855728
"1050","Garfield & W Main / Huffine","2011-09-15",75,"sunny","calm","6:45-7:00",2,"Garfield & W Main / Huffine bozeman, montana",-111.0764603,45.6716595
"1051","Durston &  N 15th Ave","2011-09-15",75,"sunny","calm","6:45-7:00",5,"Durston &  N 15th Ave bozeman, montana",-111.0567597,45.6856952
"1052","Church & Story (at Galligator trail)","2011-09-15",75,"sunny","calm","6:45-7:00",24,"Church & Story (at Galligator trail) bozeman, montana",-111.0306755,45.6733571
"1053","Grant & S 7th Ave","2011-09-15",75,"sunny","calm","6:45-7:00",22,"Grant & S 7th Ave bozeman, montana",-111.0467,45.6651792
"1054","Main & W Babcock St","2011-09-15",75,"sunny","calm","6:45-7:00",12,"Main & W Babcock St bozeman, montana",-111.1052409,45.6784398
"1055","Trail crossing & Highland Drive","2011-09-15",75,"sunny","calm","6:45-7:00",5,"Trail crossing & Highland Drive bozeman, montana",-111.0069564,45.6616514
"1056","MSU Centennial Mall (best vantage point","2011-09-15",75,"sunny","calm","6:45-7:00",64,"MSU Centennial Mall (best vantage point bozeman, montana",-111.0546211,45.6673524
